X;Y;FECHA;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIOS;COMUNA;DIRECCION_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-34.5838221640042;-58.47076235226932; ;CALDAS;1900;263;430000;1635;3; ;VILLA ORTUZAR;COMUNA 15;CALDAS 1900;1427;C1427AHL
-34.62716229845417;-58.52922785803478;03/01/2017;CALDEN;975;180;145000;805,6;1; ;VERSALLES;COMUNA 10;CALDEN 975;1408;C1408BQC
-34.6139207487985;-58.52242121739261;02/01/2017;CALDERON DE LA BARCA, PEDRO;3050;525;360000;685,7;1,2; ;VILLA DEVOTO;COMUNA 11;CALDERON DE LA BARCA, PEDRO 3050;1417;C1417CIZ
-34.62489191158961;-58.507932937600714; ;CALDERON DE LA BARCA, PEDRO;1600;156;229000;1467,9;3,5; ;MONTE CASTRO;COMUNA 10;CALDERON DE LA BARCA, PEDRO 1600;1407;C1407KQF
-34.62489191158961;-58.507932937600714; ;CALDERON DE LA BARCA, PEDRO;1600;173;209900;1213,3;3,5; ;MONTE CASTRO;COMUNA 10;CALDERON DE LA BARCA, PEDRO 1600;1407;C1407KQF
 ; ; ;CALFUCURA;2700;177;270000;1525,4;3,5; ;VILLA SANTA RITA;COMUNA 11; ; ; 
-34.64596796515261;-58.36971227699507; ;CALIFORNIA;1400;300;325000;1083,3;3; ;BARRACAS;COMUNA 4;CALIFORNIA 1400;1289;C1289AAB
-34.64811320125701;-58.37844970885131; ;CALIFORNIA;2200;390;320000;820,5;0; ;BARRACAS;COMUNA 4;CALIFORNIA 2200;1289;C1289AAR
-34.619759039806766;-58.37854432741411;28/12/2016;CALVO, CARLOS;900;135;280000;2074,1;5; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 900;1102;C1102AAR
-34.61978788819994;-58.38005151264241; ;CALVO, CARLOS;1000;140;310000;2214,3;0; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1000;1102;C1102AAT
-34.619788895080724;-58.38133719453359; ;CALVO, CARLOS;1100;460;650000;1413;5; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1100;1102;C1102AAV
-34.62001931650095;-58.387763013159294;26/12/2016;CALVO, CARLOS;1530;4200;2200000;523,8;0; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1530;1102;C1102ABF
-34.62007628397495;-58.38867685633944;28/12/2016;CALVO, CARLOS;1600;520;460000;884,6;4,1; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1600;1102;C1102ABF
-34.62007628397495;-58.38867685633944; ;CALVO, CARLOS;1600;275;390000;1418,2;3; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1600;1102;C1102ABF
-34.62025113169162;-58.39151309343169; ;CALVO, CARLOS;1800;370;450000;1216,2;2,5; ;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1800;1102;C1102ABJ
-34.6207820503611;-58.39879231581874;29/12/2016;CALVO, CARLOS;2311;214;300000;1401,9;3; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2311;1230;C1230AAK
-34.6207820503611;-58.39879231581874;04/01/2017;CALVO, CARLOS;2311;214;230000;1074,8;0; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2311;1230;C1230AAK
-34.621308249877394;-58.40388170160318;29/12/2016;CALVO, CARLOS;2765;590;800000;1355,9;0; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2765;1230;C1230AAS
-34.621308249877394;-58.40388170160318;04/01/2017;CALVO, CARLOS;2765;1147;800000;697,5;0; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2765;1230;C1230AAS
-34.62192768238843;-58.40701740468292;28/12/2016;CALVO, CARLOS;2969;400;600000;1500;3; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2969;1230;C1230AAW
-34.62271621367672;-58.410469910641126; ;CALVO, CARLOS;3200;195;310000;1589,7;3,5; ;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 3200;1230;C1230ABB
-34.631003177334875;-58.45707037943502; ;CAMACUA;300;285;490000;1719,3;0; ;FLORES;COMUNA 7;CAMACUA 300;1406;C1406DOF
-34.63410886328146;-58.45557657097744; ;CAMACUA;600;315;450000;1428,6;1,6; ;FLORES;COMUNA 7;CAMACUA 600;1406;C1406DOL
-34.597367548649494;-58.44362349894146;03/01/2017;CAMARGO;900;3926;8500000;2165,1;0; ;VILLA CRESPO;COMUNA 15;CAMARGO 900;1414;C1414AHR
-34.604435407683155;-58.464026800548496;28/12/2016;CAMARONES;1600;500;410000;820;3; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 1600;1416;C1416ECD
-34.60553768986632;-58.46660509769; ;CAMARONES;1800;269;320000;1189,6;3; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 1800;1416;C1416ECH
-34.60671987220805;-58.469408752667164;27/12/2016;CAMARONES;2000;291;380000;1305,8;0; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 2000;1416;C1416ECL
-34.60671987220805;-58.469408752667164;27/12/2016;CAMARONES;2000;294;390000;1326,5;0; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 2000;1416;C1416ECL
-34.60671987220805;-58.469408752667164; ;CAMARONES;2000;152;185000;1217,1;3; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 2000;1416;C1416ECL
-34.6097036304665;-58.475404237478145; ;CAMARONES;2500;147;96000;653,1;1,2; ;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 2500;1416;C1416ECV
-34.61306007716961;-58.48176756386999;28/12/2016;CAMARONES;3000;178;285000;1601,1;3,5; ;VILLA SANTA RITA;COMUNA 11;CAMARONES 3000;1416;C1416EDF
-34.61557502381281;-58.48654467072121; ;CAMARONES;3400;251;189000;753;0; ;VILLA SANTA RITA;COMUNA 11;CAMARONES 3400;1407;C1407FMB
-34.62553661661302;-58.50138884400884; ;CAMARONES;4900;180;195000;1083,3;1,2; ;VELEZ SARSFIELD;COMUNA 10;CAMARONES 4900;1407;C1407FNF
-34.592615317430756;-58.50473457015397; ;CAMPANA;4300;251;470000;1872,5;3; ;VILLA DEVOTO;COMUNA 11;CAMPANA 4300;1419;C1419AHF
-34.62361476745606;-58.47852562806263;27/12/2016;CAMPANA;800;150;650000;4333,3;0; ;FLORESTA;COMUNA 10;CAMPANA 800;1406;C1406AUN
-34.624611630778226;-58.47807217311487; ;CAMPANA;700;218;520000;2385,3;0; ;FLORESTA;COMUNA 10;CAMPANA 700;1406;C1406AUL
-34.590183661112526;-58.4787420604333; ;CAMPILLO;3100;211;372000;1763;3; ;PARQUE CHAS;COMUNA 15;CAMPILLO 3100;1427;C1427DCN
-34.605042485050404;-58.51422906642971; ;CANTILO, JOSE LUIS;4400;1263;1650000;1306,4;0; ;VILLA DEVOTO;COMUNA 11;CANTILO, JOSE LUIS 4400;1419;C1419HOF
-34.64960314917983;-58.519486473333316;27/12/2016;CAÑADA DE GOMEZ;1000;415;360000;867,5;0; ;LINIERS;COMUNA 9;CAÑADA DE GOMEZ 1000;1408;C1408GNF
-34.655062717734324;-58.51237060559697;27/12/2016;CAÑADA DE GOMEZ;1600;346;270000;780,3;1,6; ;MATADEROS;COMUNA 9;CAÑADA DE GOMEZ 1600;1440;C1440EGF
-34.66251259434193;-58.5032487480768; ;CAÑADA DE GOMEZ;2400;165;99000;600;0; ;MATADEROS;COMUNA 9;CAÑADA DE GOMEZ 2400;1440;C1440EGV
-34.66251259434193;-58.5032487480768; ;CAÑADA DE GOMEZ;2400;375;260000;693,3;0; ;MATADEROS;COMUNA 9;CAÑADA DE GOMEZ 2400;1440;C1440EGV
-34.687012311436305;-58.47264023246756; ;CAÑADA DE GOMEZ;5000;375;200000;533,3;0; ;VILLA RIACHUELO;COMUNA 8;CAÑADA DE GOMEZ 5000;1439;C1439GNN
-34.56444183488506;-58.49439974954022; ;CAPDEVILA;3500;450;550000;1222,2;1,6; ;VILLA URQUIZA;COMUNA 12;CAPDEVILA 3500;1431;C1431FKP
-34.566772114656864;-58.492661799093945; ;CAPDEVILA;3300;328;320000;975,6;1,6; ;VILLA URQUIZA;COMUNA 12;CAPDEVILA 3300;1431;C1431FKL
-34.56892194880395;-58.49101187754947; ;CAPDEVILA;3100;445;490000;1101,1;1,6; ;VILLA URQUIZA;COMUNA 12;CAPDEVILA 3100;1431;C1431FKH
-34.638716911309864;-58.44946856361249;28/12/2016;CARABOBO AV.;1200;580;450000;775,9;0; ;PARQUE CHACABUCO;COMUNA 7;CARABOBO AV. 1200;1406;C1406DGY
-34.58442834491993;-58.49331282877313;28/12/2016;CARACAS;4400;330;350000;1060,6;1,2; ;VILLA PUEYRREDON;COMUNA 12;CARACAS 4400;1419;C1419EJR
-34.62197567836379;-58.464087878951965; ;CARACAS;700;600;595000;991,7;1,6; ;FLORES;COMUNA 7;CARACAS 700;1406;C1406AZL
-34.64743469334632;-58.52431293473924; ;CARHUE;800;142;145000;1021,1;1,6; ;LINIERS;COMUNA 9;CARHUE 800;1408;C1408GBP
-34.662118633819496;-58.50854852827313; ;CARHUE;2300;370;190000;513,5;0; ;MATADEROS;COMUNA 9;CARHUE 2300;1440;C1440EQR
-34.664508639217246;-58.505670424954374;27/12/2016;CARHUE;2500;372;250000;672;0; ;MATADEROS;COMUNA 9;CARHUE 2500;1440;C1440EQV
-34.67012161135949;-58.49892526971774;27/12/2016;CARHUE;3100;275;200000;727,3;0; ;MATADEROS;COMUNA 9;CARHUE 3100;1440;C1440ERH
-34.60185175593988;-58.47519218805042;29/12/2016;CARRANZA, ADOLFO P.;2100;371;270000;727,8;0; ;PATERNAL;COMUNA 15;CARRANZA, ADOLFO P. 2100;1416;C1416FBB
-34.58010553758212;-58.435655700845416;28/12/2016;CARRANZA, ANGEL JUSTINIANO;2000;436;1400000;3211;3; ;PALERMO;COMUNA 14;CARRANZA, ANGEL JUSTINIANO 2000;1414;C1414COX
-34.58257862325038;-58.43848166726667; ;CARRANZA, ANGEL JUSTINIANO;1700;485;870000;1793,8;1,5; ;PALERMO;COMUNA 14;CARRANZA, ANGEL JUSTINIANO 1700;1414;C1414COR
-34.58527874372159;-58.44157139068377; ;CARRANZA, ANGEL JUSTINIANO;1400;1388;5200000;3746,4;0; ;PALERMO;COMUNA 14;CARRANZA, ANGEL JUSTINIANO 1400;1414;C1414COL
-34.586123290605165;-58.442549120335975;28/12/2016;CARRANZA, ANGEL JUSTINIANO;1300;95;370000;3894,7;0; ;CHACARITA;COMUNA 15;CARRANZA, ANGEL JUSTINIANO 1300;1414;C1414COJ
 ; ;27/12/2016;CARRANZA, CARLOS;3025;1550;495000;319,4;3,5; ;VELEZ SARSFIELD;COMUNA 10; ; ; 
-34.63333084499983;-58.4901155582914; ;CARRASCO AV.;300;225;250000;1111,1;1,2; ;VELEZ SARSFIELD;COMUNA 10;CARRASCO AV. 300;1407;C1407AVD
-34.63346162271425;-58.383157630830766; ;CARRILLO, RAMON, DR.;100;229;170000;742,4;2; ;BARRACAS;COMUNA 4;CARRILLO, RAMON, DR. 100;1275;C1275AHB
 ; ;03/01/2017;CASAFOUST;500;500;400000;800;0; ;VILLA CRESPO;COMUNA 15; ; ; 
 ; ; ;CASEROS;100;370;980000;2648,6;0; ;CONSTITUCION;COMUNA 1; ; ; 
 ; ; ;CASEROS;100;556;1470000;2643,9;0; ;BARRACAS;COMUNA 4; ; ; 
-34.63308416411005;-58.386665048814464;26/12/2016;CASEROS AV.;1701;1200;2700000;2250;0; ;CONSTITUCION;COMUNA 1;CASEROS AV. 1701;1152;C1152ABA
-34.63821363558418;-58.411501025066066; ;CASEROS AV.;3300;200;520000;2600;0; ;NUEVA POMPEYA;COMUNA 4;CASEROS AV. 3300;1263;C1263AAO
 ; ; ;CASTA?ÆARES;1000;142;300000;2112,7;0; ;PARQUE CHACABUCO;COMUNA 7; ; ; 
-34.670555759763005;-58.47701225810853;02/01/2017;CASTAÑARES AV.;5400;450;260000;577,8;1,2; ;VILLA LUGANO;COMUNA 8;CASTAÑARES AV. 5400;1439;C1439AKZ
-34.58900658246655;-58.440366959027564;28/12/2016;CASTILLO;1300;320;450000;1406,3;0; ;CHACARITA;COMUNA 15;CASTILLO 1300;1414;C1414AXB
-34.59117919690308;-58.43909338320773;28/12/2016;CASTILLO;1100;165;245000;1484,8;0; ;VILLA CRESPO;COMUNA 15;CASTILLO 1100;1414;C1414AWV
-34.59117919690308;-58.43909338320773;03/01/2017;CASTILLO;1100;189;255000;1349,2;0; ;VILLA CRESPO;COMUNA 15;CASTILLO 1100;1414;C1414AWV
 ; ; ;CASTILLO, CATULO;2300;675;300000;444,4;2; ;PARQUE PATRICIOS;COMUNA 4; ; ; 
-34.63474374234552;-58.40576766607007; ;CASTILLO, CATULO;3000;225;270000;1200;1,6; ;PARQUE PATRICIOS;COMUNA 4;CASTILLO, CATULO 3000;1261;C1261ACN
-34.61990293179068;-58.41954260974725; ;CASTRO BARROS;700;265;600000;2264,2;3,5; ;ALMAGRO;COMUNA 5;CASTRO BARROS 700;1217;C1217ABD
-34.62572752663007;-58.41879334059585; ;CASTRO BARROS;1100;502;650000;1294,8;1,6; ;BOEDO;COMUNA 5;CASTRO BARROS 1100;1217;C1217ABL
-34.62901970539144;-58.41802549397068;22/12/2016;CASTRO BARROS;1400;1581;1200000;759;0; ;BOEDO;COMUNA 5;CASTRO BARROS 1400;1237;C1237ABF
-34.63149753200469;-58.41772824175501; ;CASTRO BARROS;1600;128;250000;1953,1;2,5; ;BOEDO;COMUNA 5;CASTRO BARROS 1600;1237;C1237ABJ
-34.613064928962224;-58.42058678421291;22/12/2016;CASTRO BARROS AV.;100;232;650000;2801,7;0; ;ALMAGRO;COMUNA 5;CASTRO BARROS AV. 100;1178;C1178AAB
-34.613064928962224;-58.42058678421291; ;CASTRO BARROS AV.;100;151;500000;3311,3;3; ;ALMAGRO;COMUNA 5;CASTRO BARROS AV. 100;1178;C1178AAB
-34.617470937710756;-58.41962307962981;22/12/2016;CASTRO BARROS AV.;500;197;320000;1624,4;0; ;ALMAGRO;COMUNA 5;CASTRO BARROS AV. 500;1178;C1178AAJ
-34.65108191738402;-58.51337747482527; ;CASTRO, EMILIO AV.;6600;433;550000;1270,2;1,6; ;MATADEROS;COMUNA 9;CASTRO, EMILIO AV. 6600;1408;C1408IGP
-34.6546923459002;-58.52114651409635;27/12/2016;CASTRO, EMILIO AV.;7400;165;350000;2121,2;0; ;MATADEROS;COMUNA 9;CASTRO, EMILIO AV. 7400;1408;C1408IGX
-34.61126573125018;-58.407325658262785; ;CATAMARCA;100;900;1300000;1444,4;0; ;BALVANERA;COMUNA 3;CATAMARCA 100;1213;C1213ABB
-34.61361075693591;-58.4065540972284; ;CATAMARCA;300;900;1500000;1666,7;0; ;BALVANERA;COMUNA 3;CATAMARCA 300;1213;C1213ABF
-34.572472529704875;-58.49770786792697;27/12/2016;CERETTI;3100;390;330000;846,2;1,6; ;VILLA URQUIZA;COMUNA 12;CERETTI 3100;1431;C1431ELN
-34.572490395831;-58.49759052657966;27/12/2016;CERETTI;3091;193;249000;1290,2;1,6; ;VILLA URQUIZA;COMUNA 12;CERETTI 3091;1431;C1431ELM
-34.64614638352883;-58.365096613411474; ;CERRI, DANIEL, GRAL.;1100;215;80000;372,1;3,8; ;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1100;1168;C1168AEB
-34.64648081922867;-58.3681921450046; ;CERRI, DANIEL, GRAL.;1300;303;300000;990,1;0; ;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1300;1168;C1168AEF
-34.64719169506146;-58.371625664871736;22/12/2016;CERRI, DANIEL, GRAL.;1600;188;240000;1276,6;0; ;BARRACAS;COMUNA 4;CERRI, DANIEL, GRAL. 1600;1291;C1291AAF
-34.609138457698364;-58.52570659643496;02/01/2017;CERVANTES;3700;222;250000;1126,1;0; ;VILLA DEVOTO;COMUNA 11;CERVANTES 3700;1419;C1419CBJ
-34.61979332603357;-58.51173194186609;28/12/2016;CERVANTES;2173;173;215000;1242,8;0; ;MONTE CASTRO;COMUNA 10;CERVANTES 2173;1417;C1417CBE
-34.62205268463642;-58.50896846832421;28/12/2016;CERVANTES;1900;535;800000;1495,3;3,5; ;MONTE CASTRO;COMUNA 10;CERVANTES 1900;1407;C1407BHH
-34.630482624366465;-58.498038937301985; ;CERVANTES;800;165;210000;1272,7;0; ;VELEZ SARSFIELD;COMUNA 10;CERVANTES 800;1407;C1407BGL
-34.58205633344836;-58.456573910578314; ;CESPEDES;3800;270;380000;1407,4;2; ;CHACARITA;COMUNA 15;CESPEDES 3800;1427;C1427EAF
-34.61118653641175;-58.388909411051905; ;CEVALLOS, VIRREY;200;620;450000;725,8;2; ;MONSERRAT;COMUNA 1;CEVALLOS, VIRREY 200;1077;C1077AAD
-34.61303219328357;-58.38899339992636;28/12/2016;CEVALLOS, VIRREY;341;1400;2100000;1500;0; ;MONSERRAT;COMUNA 1;CEVALLOS, VIRREY 341;1077;C1077AAG
-34.63121823791394;-58.38777757987143;29/12/2016;CEVALLOS, VIRREY;1900;376;260000;691,5;3; ;CONSTITUCION;COMUNA 1;CEVALLOS, VIRREY 1900;1135;C1135AAN
-34.616101429036476;-58.375948988886655;04/01/2017;CHACABUCO;700;595;640000;1075,6;0; ;MONSERRAT;COMUNA 1;CHACABUCO 700;1069;C1069AAN
-34.623256684866114;-58.37551390666476;04/01/2017;CHACABUCO;1300;897;1450000;1616,5;0; ;SAN TELMO;COMUNA 1;CHACABUCO 1300;1140;C1140AAB
-34.57874442479826;-58.42979637899037;28/12/2016;CHARCAS;5072;200;550000;2750;3; ;PALERMO;COMUNA 14;CHARCAS 5072;1425;C1425BOD
-34.59279304103562;-58.4096826391391;28/12/2016;CHARCAS;3100;384;920000;2395,8;0; ;RECOLETA;COMUNA 2;CHARCAS 3100;1425;C1425BML
-34.58488797858849;-58.44688509656585;28/12/2016;CHARLONE;100;180;260000;1444,4;1,6; ;CHACARITA;COMUNA 15;CHARLONE 100;1427;C1427BXB
-34.65651369873932;-58.49967663646651; ;CHASCOMUS;6000;240;148000;616,7;2; ;MATADEROS;COMUNA 9;CHASCOMUS 6000;1440;C1440AQX
 ; ; ;CHICLANA;2800;144;230000;1597,2;0; ;SAN CRISTOBAL;COMUNA 3; ; ; 
-34.63033765223507;-58.406328885862074; ;CHICLANA AV.;3000;177;290000;1638,4;0; ;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3000;1259;C1259AAO
-34.63033765223507;-58.406328885862074; ;CHICLANA AV.;3000;200;300000;1500;0; ;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3000;1259;C1259AAO
-34.63321340892777;-58.40942213630739; ;CHICLANA AV.;3200;558;1500000;2688,2;0; ;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3200;1259;C1259AAQ
-34.63608574797664;-58.41370190439756; ;CHICLANA AV.;3500;1845;4500000;2439;0; ;BOEDO;COMUNA 5;CHICLANA AV. 3500;1260;C1260ACO
-34.636497874986574;-58.41441271841109;29/12/2016;CHICLANA AV.;3600;186;415000;2231,2;0; ;BOEDO;COMUNA 5;CHICLANA AV. 3600;1260;C1260ACP
-34.636497874986574;-58.41441271841109; ;CHICLANA AV.;3600;221;390000;1764,7;0; ;BOEDO;COMUNA 5;CHICLANA AV. 3600;1260;C1260ACP
-34.6394517661865;-58.418479190741664;29/12/2016;CHICLANA AV.;3900;556;1470000;2643,9;0; ;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.6394517661865;-58.418479190741664; ;CHICLANA AV.;3900;368;980000;2663;0; ;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.6394517661865;-58.418479190741664; ;CHICLANA AV.;3900;1175;1850000;1574,5;0; ;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.68404465773325;-58.473147766403876; ;CHILAVERT, MARTINIANO, CORONEL;6100;150;340000;2266,7;0; ;VILLA LUGANO;COMUNA 8;CHILAVERT, MARTINIANO, CORONEL 6100;1439;C1439CLR
-34.61655928005434;-58.38295333642282;28/12/2016;CHILE;1200;440;500000;1136,4;3; ;MONSERRAT;COMUNA 1;CHILE 1200;1098;C1098AAX
-34.616664916803586;-58.38429695964296; ;CHILE;1300;885;475000;536,7;3,3; ;MONSERRAT;COMUNA 1;CHILE 1300;1098;C1098AAZ
-34.61674088753177;-58.387306054157165;26/12/2016;CHILE;1500;640;1200000;1875;4,1; ;MONSERRAT;COMUNA 1;CHILE 1500;1098;C1098ABD
-34.616763464022746;-58.388942779770886; ;CHILE;1600;160;250000;1562,5;3; ;MONSERRAT;COMUNA 1;CHILE 1600;1100;C1100AAB
-34.616819005899416;-58.39023520000524;28/12/2016;CHILE;1700;361;620000;1717,5;4,1; ;MONSERRAT;COMUNA 1;CHILE 1700;1100;C1100AAD
-34.61757478914192;-58.40001526990522; ;CHILE;2400;315;420000;1333,3;3,5; ;BALVANERA;COMUNA 3;CHILE 2400;1227;C1227AAL
-34.61873632100785;-58.407177307893036;29/12/2016;CHILE;2953;268;350000;1306;0; ;BALVANERA;COMUNA 3;CHILE 2953;1221;C1221ABA
-34.60744713520187;-58.50510177917173;02/01/2017;CHIVILCOY;2900;340;330000;970,6;1,2; ;VILLA DEVOTO;COMUNA 11;CHIVILCOY 2900;1417;C1417ATR
-34.61267100477265;-58.50051363963366;02/01/2017;CHIVILCOY;2300;381;480000;1259,8;0; ;MONTE CASTRO;COMUNA 10;CHIVILCOY 2300;1417;C1417ATF
-34.615745019924695;-58.49790079173231;02/01/2017;CHIVILCOY;2000;215;265000;1232,6;0; ;MONTE CASTRO;COMUNA 10;CHIVILCOY 2000;1407;C1407AFL
-34.615745019924695;-58.49790079173231; ;CHIVILCOY;2000;209;295000;1411,5;3,5; ;MONTE CASTRO;COMUNA 10;CHIVILCOY 2000;1407;C1407AFL
-34.59421211538947;-58.51707846867548; ;CHIVILCOY AV.;4800;155;250000;1612,9;1,2; ;VILLA DEVOTO;COMUNA 11;CHIVILCOY AV. 4800;1419;C1419BEF
-34.60474302124614;-58.507589445410076;02/01/2017;CHIVILCOY AV.;3200;375;630000;1680;0; ;VILLA DEVOTO;COMUNA 11;CHIVILCOY AV. 3200;1417;C1417ATX
-34.58731440041355;-58.4708323293419; ;CHORROARIN AV.;900;134;370000;2761,2;4; ;VILLA ORTUZAR;COMUNA 15;CHORROARIN AV. 900;1427;C1427CXS
-34.642315695422305;-58.40595428396285; ;CHUTRO, PEDRO, PROF., DR.;3100;225;300000;1333,3;0; ;PARQUE PATRICIOS;COMUNA 4;CHUTRO, PEDRO, PROF., DR. 3100;1437;C1437IYJ
-34.57032853370901;-58.44816866475478;26/12/2016;CIUDAD DE LA PAZ;1000;152;340000;2236,8;1,5; ;COLEGIALES;COMUNA 13;CIUDAD DE LA PAZ 1000;1426;C1426AGR
-34.575312191692234;-58.44017855828252;28/12/2016;CIUDAD DE LA PAZ;200;216;490000;2268,5;1,6; ;PALERMO;COMUNA 14;CIUDAD DE LA PAZ 200;1426;C1426AGB
-34.57595236964734;-58.43914099071995; ;CIUDAD DE LA PAZ;100;152;340000;2236,8;1,5; ;PALERMO;COMUNA 14;CIUDAD DE LA PAZ 100;1426;C1426AFB
 ; ;26/12/2016;COCHABAMBA;1100;229;480000;2096,1;5; ;CONSTITUCION;COMUNA 1; ; ; 
 ; ;26/12/2016;COCHABAMBA;1100;237;581000;2451,5;0; ;CONSTITUCION;COMUNA 1; ; ; 
 ; ; ;COCHABAMBA;1100;238;550000;2310,9;5; ;CONSTITUCION;COMUNA 1; ; ; 
-34.62350534131662;-58.37691019828951;26/12/2016;COCHABAMBA;800;870;1200000;1379,3;0; ;SAN TELMO;COMUNA 1;COCHABAMBA 800;1150;C1150AAL
-34.6236090295462;-58.385652716116745; ;COCHABAMBA;1400;1120;1500000;1339,3;3; ;CONSTITUCION;COMUNA 1;COCHABAMBA 1400;1150;C1150AAX
-34.62434891101437;-58.39676966165638;29/12/2016;COCHABAMBA;2253;766;850000;1109,7;0; ;SAN CRISTOBAL;COMUNA 3;COCHABAMBA 2253;1252;C1252AAI
-34.57982173449225;-58.507894568205906;28/12/2016;COCHRANE;2900;288;235000;816;0; ;VILLA PUEYRREDON;COMUNA 12;COCHRANE 2900;1419;C1419FMN
-34.61271199015466;-58.419131067585695; ;COLOMBRES;100;533;850000;1594,7;0; ;ALMAGRO;COMUNA 5;COLOMBRES 100;1177;C1177AAB
-34.62099261058112;-58.418033914828335; ;COLOMBRES;700;105;175000;1666,7;2,5; ;ALMAGRO;COMUNA 5;COLOMBRES 700;1218;C1218ABF
-34.62229776280954;-58.41792934271861;22/12/2016;COLOMBRES;788;287;500000;1742,2;0; ;BOEDO;COMUNA 5;COLOMBRES 788;1218;C1218ABH
-34.62892178669512;-58.416852001747266; ;COLOMBRES;1300;117;240000;2051,3;3,5; ;BOEDO;COMUNA 5;COLOMBRES 1300;1238;C1238AAF
-34.62892178669512;-58.416852001747266; ;COLOMBRES;1300;400;400000;1000;2,8; ;BOEDO;COMUNA 5;COLOMBRES 1300;1238;C1238AAF
-34.630134178747845;-58.41643355525159;22/12/2016;COLOMBRES;1400;117;240000;2051,3;0; ;BOEDO;COMUNA 5;COLOMBRES 1400;1238;C1238AAH
-34.63136781322103;-58.41651161188829; ;COLOMBRES;1500;150;350000;2333,3;3,6; ;BOEDO;COMUNA 5;COLOMBRES 1500;1238;C1238AAJ
-34.639237549602804;-58.39746927883565; ;COLONIA AV.;300;299;475000;1588,6;0; ;PARQUE PATRICIOS;COMUNA 4;COLONIA AV. 300;1437;C1437JNF
-34.64080037646934;-58.39684302155985; ;COLONIA AV.;400;231;320000;1385,3;0; ;PARQUE PATRICIOS;COMUNA 4;COLONIA AV. 400;1437;C1437JNH
-34.64080037646934;-58.39684302155985; ;COLONIA AV.;400;2000;1900000;950;0; ;PARQUE PATRICIOS;COMUNA 4;COLONIA AV. 400;1437;C1437JNH
-34.612502075205235;-58.39323161345458;28/12/2016;COMBATE DE LOS POZOS;282;192;380000;1979,2;0; ;BALVANERA;COMUNA 3;COMBATE DE LOS POZOS 282;1080;C1080AAB
-34.6263505630934;-58.3922701162499; ;COMBATE DE LOS POZOS;1500;463;450000;971,9;2,8; ;SAN CRISTOBAL;COMUNA 3;COMBATE DE LOS POZOS 1500;1245;C1245AAF
-34.62914065862499;-58.39173910041456;29/12/2016;COMBATE DE LOS POZOS;1776;136;350000;2573,5;0; ;PARQUE PATRICIOS;COMUNA 4;COMBATE DE LOS POZOS 1776;1245;C1245AAL
-34.58345636447554;-58.47303826318385; ;COMBATIENTES DE MALVINAS AV.;3200;191;500000;2617,8;3; ;PARQUE CHAS;COMUNA 15;COMBATIENTES DE MALVINAS AV. 3200;1431;C1431FTA
-34.58497082911773;-58.47212130113939;28/12/2016;COMBATIENTES DE MALVINAS AV.;3100;180;359000;1994,4;3; ;PARQUE CHAS;COMUNA 15;COMBATIENTES DE MALVINAS AV. 3100;1431;C1431FTA
-34.58912019489246;-58.51196420453243;02/01/2017;CONCORDIA;4935;216;225000;1041,7;1,2; ;VILLA DEVOTO;COMUNA 11;CONCORDIA 4935;1419;C1419AOQ
-34.5895729114214;-58.51167146818789; ;CONCORDIA;4900;216;225000;1041,7;1,2; ;VILLA DEVOTO;COMUNA 11;CONCORDIA 4900;1419;C1419AOP
-34.59886298537404;-58.50312390422444;02/01/2017;CONCORDIA;3641;238;330000;1386,6;1; ;VILLA DEVOTO;COMUNA 11;CONCORDIA 3641;1419;C1419ANC
