#X;Y;FECHA;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIOS;COMUNA;DIRECCION_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
 ; ;16/06/2017;FALCON, RAMON L.,CNEL.;6000;78;195000;2500;3,5;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;05/06/2017;FERNANDEZ BLANCO;2326;948;950000;1002,1;3,5;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;09/06/2017;FERNANDEZ MORENO, BALDOMERO;900;1200;800000;666,7;1,2;17,5;PARQUE CHACABUCO;COMUNA 7; ; ; 
 ; ;06/06/2017;FERRE;6500;301;250000;830,6;3;17,5;VILLA RIACHUELO;COMUNA 8; ; ; 
 ; ;08/06/2017;FIGUEROA, APOLINARIO, CNEL.;700;256;550000;2148,4;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;FIGUEROA, APOLINARIO, CNEL.;700;256;590000;2304,7;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;08/06/2017;FIGUEROA, APOLINARIO, CNEL.;1400;677;950000;1403,2;1,6;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;15/06/2017;FIGUEROA, APOLINARIO, CNEL.;1800;309;380000;1229,8;0;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;06/06/2017;FIGUEROA, APOLINARIO, CNEL.;2000;240;430000;1791,7;3,5;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;07/06/2017;FINOCHIETTO ENRIQUE DR.;800;387;590000;1524,5;0;17,5;BARRACAS;COMUNA 4; ; ; 
 ; ;14/06/2017;FINOCHIETTO ENRIQUE DR.;2000;283;185000;653,7;3;17,5;BARRACAS;COMUNA 4; ; ; 
 ; ;15/06/2017;FITZ ROY;1600;212;1700000;8018,9;0;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;15/06/2017;FITZ ROY;1800;250;1250000;5000;1,5;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;06/06/2017;FLORES, VENANCIO, GRAL.;100;200;330000;1650;2,5;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;12/06/2017;FONROUGE;89;71;190000;2676,1;2,5;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;06/06/2017;FONROUGE;400;390;550000;1410,3;0;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;13/06/2017;FONROUGE;1200;263;400000;1520,9;0;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;09/06/2017;FONROUGE;1600;246;269000;1093,5;3;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;13/06/2017;FONROUGE;1600;493;549000;1113,6;3;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;09/06/2017;FOREST;900;226;320000;1415,9;2;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;16/06/2017;FOULLIER, FELIX O.;5800;240;540000;2250;3;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;13/06/2017;FRAGA;1200;682;880000;1290,3;0;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;06/06/2017;FRAGA;1700;200;360000;1800;3;17,5;VILLA ORTUZAR;COMUNA 15; ; ; 
 ; ;08/06/2017;FRAGATA PRES. SARMIENTO;100;344;950000;2761,6;3,5;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;FRAGATA PRES. SARMIENTO;800;547;570000;1042;1,6;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;09/06/2017;FRAGATA TRINIDAD;1800;99;160000;1616,2;0;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;16/06/2017;FRANCO;2900;375;320000;853,3;1,2;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;16/06/2017;FRANCO;3400;398;355000;892;1,2;17,5;VILLA DEVOTO;COMUNA 11; ; ; 
 ; ;09/06/2017;FRANKLIN;2300;226;480000;2123,9;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;15/06/2017;FRAY JUSTO SANTAMARIA DE ORO;1900;294;750000;2551;1,6;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;15/06/2017;FRAY JUSTO SANTAMARIA DE ORO;2100;562;4500000;8007,1;1,2;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;09/06/2017;FREIRE, RAMON, CAP. GRAL.;900;133;320000;2406;0;17,5;COLEGIALES;COMUNA 13; ; ; 
 ; ;08/06/2017;FREIRE, RAMON, CAP. GRAL.;2800;401;695000;1733,2;0;17,5;COGHLAN;COMUNA 12; ; ; 
 ; ;07/06/2017;FREIRE, RAMON, CAP. GRAL.;4000;125;186000;1488;0;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;07/06/2017;FREIRE, RAMON, CAP. GRAL.;4100;156;490000;3141;0;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;07/06/2017;FREIRE, RAMON, CAP. GRAL.;4300;114;230000;2017,5;0;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;08/06/2017;FRENCH;3100;153;1590000;10392,2;0;17,5;RECOLETA;COMUNA 2; ; ; 
 ; ;14/06/2017;FRIAS,  EUSTAQUIO, TTE. GRAL.;100;148;320000;2162,2;1,6;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;08/06/2017;GAINZA, MARTIN DE, GRAL.;400;130;340000;2615,4;3,9;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;12/06/2017;GALICIA;3400;300;390000;1300;3;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;06/06/2017;GALICIA;3500;322;440000;1366,5;0;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;14/06/2017;GALLARDO;300;900;335000;372,2;3;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;07/06/2017;GALLARDO;800;220;189000;859,1;0;17,5;VERSALLES;COMUNA 10; ; ; 
 ; ;06/06/2017;GALLARDO, ANGEL;500;584;1700000;2911;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;GALLARDO, ANGEL;571;580;1650000;2844,8;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;08/06/2017;GALLARDO, ANGEL;1000;185;890000;4810,8;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;05/06/2017;GALLO;100;283;472000;1667,8;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;07/06/2017;GALLO;100;283;490000;1731,4;2,5;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GALLO;700;455;650000;1428,6;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GALVAN;2800;78;195000;2500;3,5;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;05/06/2017;GALVAN;2900;232;740000;3189,7;3,5;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;16/06/2017;GALVAN;3100;814;950000;1167,1;1,6;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;05/06/2017;GALVAN;3200;396;460000;1161,6;0;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;16/06/2017;GALVAN;3200;412;555000;1347,1;1,6;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;05/06/2017;GALVAN;4500;303;480000;1584,2;3;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;21/06/2017;GAMARRA;1200;251;350000;1394,4;3;17,5;PARQUE CHAS;COMUNA 15; ; ; 
 ; ;05/06/2017;GAMARRA;1245;238;380000;1596,6;3;17,5;PARQUE CHAS;COMUNA 15; ; ; 
 ; ;14/06/2017;GAMBOA, MARCELO;6500;173;190000;1098,3;1,2;17,5;VERSALLES;COMUNA 10; ; ; 
 ; ;07/06/2017;GAMBOA, MARCELO;6584;150;190000;1266,7;0;17,5;VERSALLES;COMUNA 10; ; ; 
 ; ;14/06/2017;GANDHI, MAHATMA;200;167;590000;3532,9;1,6;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;GANDHI, MAHATMA;700;128;475000;3710,9;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;06/06/2017;GAONA;1200;423;990000;2340,4;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;GAONA;1300;318;980000;3081,8;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;GAONA;1600;510;850000;1666,7;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;GAONA;1800;480;1000000;2083,3;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;08/06/2017;GAONA;1900;235;730000;3106,4;0;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;12/06/2017;GAONA;3200;270;420000;1555,6;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;12/06/2017;GAONA;3200;323;420000;1300,3;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;09/06/2017;GAONA;3200;507;690000;1360,9;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;13/06/2017;GAONA;3400;375;748910;1997,1;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;12/06/2017;GAONA;4900;190;195000;1026,3;1,2;17,5;VELEZ SARSFIELD;COMUNA 10; ; ; 
 ; ;12/06/2017;GARAY, JUAN DE;1437;332;640000;1927,7;0;17,5;CONSTITUCION;COMUNA 1; ; ; 
 ; ;12/06/2017;GARAY, JUAN DE;1500;370;590000;1594,6;0;17,5;CONSTITUCION;COMUNA 1; ; ; 
 ; ;14/06/2017;GARAY, JUAN DE;2300;220;250000;1136,4;6,5;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;08/06/2017;GARAY, JUAN DE;2465;818;580000;709;0;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;08/06/2017;GARAY, JUAN DE;2800;4961;3300000;665,2;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;07/06/2017;GARAY, JUAN DE;3000;271;400000;1476;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;14/06/2017;GARAY, JUAN DE;3000;470;800000;1702,1;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;13/06/2017;GARAY, JUAN DE;3000;480;900000;1875;5,2;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;07/06/2017;GARAY, JUAN DE;3200;195;450000;2307,7;5;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;13/06/2017;GARAY, JUAN DE;3700;184;350000;1902,2;0;17,5;BOEDO;COMUNA 5; ; ; 
 ; ;13/06/2017;GARAY, JUAN DE;4300;140;330000;2357,1;0;17,5;BOEDO;COMUNA 5; ; ; 
 ; ;13/06/2017;GARCIA GRANDE DE ZEQUEIRA,;6700;84;180000;2142,9;1,6;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;13/06/2017;GARCIA, JUAN AGUSTIN;1800;193;215000;1114;3;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;08/06/2017;GARCIA, JUAN AGUSTIN;1947;466;650000;1394,8;0;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;05/06/2017;GARCIA, JUAN AGUSTIN;2200;375;380000;1013,3;0;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;05/06/2017;GARCIA, JUAN AGUSTIN;2700;155;250000;1612,9;0;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;15/06/2017;GARCIA, JUAN AGUSTIN;2700;308;350000;1136,4;2,5;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;12/06/2017;GARCIA, JUAN AGUSTIN;3600;540;280000;518,5;0;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;12/06/2017;GARCIA, JUAN AGUSTIN;4700;190;249000;1310,5;3;17,5;VELEZ SARSFIELD;COMUNA 10; ; ; 
 ; ;06/06/2017;GARCIA, JUAN AGUSTIN;4700;522;450000;862,1;0;17,5;VELEZ SARSFIELD;COMUNA 10; ; ; 
 ; ;12/06/2017;GARCIA, JUAN AGUSTIN;5000;444;550000;1238,7;0;17,5;VELEZ SARSFIELD;COMUNA 10; ; ; 
 ; ;06/06/2017;GARCIA, JUAN AGUSTIN;5400;180;240000;1333,3;0;17,5;VILLA LURO;COMUNA 10; ; ; 
 ; ;16/06/2017;GARCIA, JUAN AGUSTIN;5400;188;240000;1276,6;0;17,5;VILLA LURO;COMUNA 10; ; ; 
 ; ;08/06/2017;GARCIA, MANUEL;100;140;300000;2142,9;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;08/06/2017;GARCIA, TEODORO;1700;650;975000;1500;0;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;12/06/2017;GARCIA, TEODORO;3300;162;490000;3024,7;0;17,5;COLEGIALES;COMUNA 13; ; ; 
 ; ;06/06/2017;GARIBALDI;500;592;240000;405,4;0;17,5;BOCA;COMUNA 4; ; ; 
 ; ;06/06/2017;GARIBALDI;1800;405;300000;740,7;0;17,5;BOCA;COMUNA 4; ; ; 
 ; ;12/06/2017;GARZON, EUGENIO, GRAL.;4700;260;155000;596,2;1,6;17,5;PARQUE AVELLANEDA;COMUNA 9; ; ; 
 ; ;07/06/2017;GASCON;700;352;1100000;3125;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GASCON;800;553;860000;1555,2;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;13/06/2017;GAVILAN;1300;113;180000;1592,9;2,5;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;08/06/2017;GAVILAN;1387;113;180000;1592,9;0;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;15/06/2017;GAVILAN;2200;61;120000;1967,2;1,2;17,5;VILLA GRAL. MITRE;COMUNA 11; ; ; 
 ; ;16/06/2017;GAVILAN;2800;150;270000;1800;3;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;06/06/2017;GAVILAN;4500;303;480000;1584,2;3;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;06/06/2017;GAVILAN;4873;150;260000;1733,3;3;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;13/06/2017;GIBSON;4100;276;245000;887,7;0;17,5;BOEDO;COMUNA 5; ; ; 
 ; ;15/06/2017;GODOY CRUZ;1600;850;1500000;1764,7;0;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;15/06/2017;GODOY CRUZ;1700;323;775000;2399,4;1,6;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;15/06/2017;GODOY CRUZ;1800;363;900000;2479,3;1,6;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;07/06/2017;GOMEZ, VALENTIN;3500;240;385000;1604,2;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GONCALVES DIAS;500;225;165000;733,3;1,2;17,5;BARRACAS;COMUNA 4; ; ; 
 ; ;12/06/2017;GONZALEZ, ELPIDIO;500;407;490000;1203,9;3;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;09/06/2017;GONZALEZ, ELPIDIO;4800;120;210000;1750;0;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;09/06/2017;GONZALEZ, ELPIDIO;5100;467;680000;1456,1;0;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;06/06/2017;GONZALEZ, ELPIDIO;5300;202;190000;940,6;0;17,5;VILLA LURO;COMUNA 10; ; ; 
 ; ;12/06/2017;GONZALEZ, JOAQUIN V.;0;206;300000;1456,3;0;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;15/06/2017;GONZALEZ, JOAQUIN V.;1200;337;420000;1246,3;3;17,5;FLORESTA;COMUNA 10; ; ; 
 ; ;15/06/2017;GONZALEZ, JOAQUIN V.;1400;415;430000;1036,1;1,2;17,5;FLORESTA;COMUNA 10; ; ; 
 ; ;15/06/2017;GONZALEZ, JOAQUIN V.;2100;315;400000;1269,8;2,5;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;12/06/2017;GORDILLO, TIMOTEO;100;242;735000;3037,2;0;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;06/06/2017;GORDILLO, TIMOTEO;5200;372;190000;510,8;0;17,5;VILLA RIACHUELO;COMUNA 8; ; ; 
 ; ;15/06/2017;GORRITI;3900;359;790000;2200,6;0;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;13/06/2017;GRANADA, NICOLAS;1600;280;500000;1785,7;5;17,5;PATERNAL;COMUNA 15; ; ; 
 ; ;09/06/2017;GRANADEROS;600;392;690000;1760,2;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;09/06/2017;GRANADEROS;600;392;750000;1913,3;2,5;17,5;FLORES;COMUNA 7; ; ; 
 ; ;09/06/2017;GRANADEROS;700;366;480000;1311,5;0;17,5;FLORES;COMUNA 7; ; ; 
 ; ;09/06/2017;GRECIA;4700;479;790000;1649,3;0;17,5;NUÑEZ;COMUNA 13; ; ; 
 ; ;13/06/2017;GRITO DE ASENCIO;3300;650;320000;492,3;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;08/06/2017;GRITO DE ASENCIO;3501;211;120000;568,7;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;08/06/2017;GRITO DE ASENCIO;3700;341;230000;674,5;0;17,5;NUEVA POMPEYA;COMUNA 4; ; ; 
 ; ;16/06/2017;GRIVEO;2200;220;385000;1750;3;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;06/06/2017;GRIVEO;3100;279;300000;1075,3;0;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;12/06/2017;GROUSSAC, PAUL;5600;239;260000;1087,9;1,2;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;12/06/2017;GUALEGUAYCHU;300;170;280000;1647,1;3;17,5;VELEZ SARSFIELD;COMUNA 10; ; ; 
 ; ;12/06/2017;GUALEGUAYCHU;1900;185;240000;1297,3;3,5;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;12/06/2017;GUALEGUAYCHU;1900;197;260000;1319,8;3,5;17,5;MONTE CASTRO;COMUNA 10; ; ; 
 ; ;06/06/2017;GUALEGUAYCHU;3000;764;649000;849,5;0;17,5;VILLA DEVOTO;COMUNA 11; ; ; 
 ; ;12/06/2017;GUAMINI;1000;150;200000;1333,3;0;17,5;LINIERS;COMUNA 9; ; ; 
 ; ;13/06/2017;GUAMINI;3100;145;149000;1027,6;3;17,5;MATADEROS;COMUNA 9; ; ; 
 ; ;08/06/2017;GUARANI;100;176;290000;1647,7;0;17,5;NUEVA POMPEYA;COMUNA 4; ; ; 
 ; ;07/06/2017;GUARDIA VIEJA;3300;247;600000;2429,1;4;17,5;BALVANERA;COMUNA 3; ; ; 
 ; ;05/06/2017;GUARDIA VIEJA;3300;300;475000;1583,3;4;17,5;BALVANERA;COMUNA 3; ; ; 
 ; ;05/06/2017;GUARDIA VIEJA;3700;330;490000;1484,8;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GUARDIA VIEJA;3900;280;490000;1750;4;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;GUARDIA VIEJA;3900;370;700000;1891,9;3,5;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;07/06/2017;GUARDIA VIEJA;4500;96;790000;8229,2;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;15/06/2017;GUAYRA;1600;193;499000;2585,5;1,6;17,5;NUÑEZ;COMUNA 13; ; ; 
 ; ;13/06/2017;GUEVARA;100;750;990000;1320;0;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;14/06/2017;GURRUCHAGA;100;215;350000;1627,9;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;GURRUCHAGA;300;117;390000;3333,3;3,5;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;15/06/2017;GURRUCHAGA;1200;211;550000;2606,6;1,6;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;06/06/2017;GUTIERREZ, RICARDO;2500;282;258000;914,9;0;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;07/06/2017;GUTIERREZ, RICARDO;2979;507;915000;1804,7;0;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;08/06/2017;GUZMAN;600;250;320000;1280;0;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;06/06/2017;HABANA;3500;346;680000;1965,3;0;17,5;VILLA DEVOTO;COMUNA 11; ; ; 
 ; ;15/06/2017;HABANA;4500;356;540000;1516,9;0;17,5;VILLA DEVOTO;COMUNA 11; ; ; 
 ; ;09/06/2017;HELGUERA;100;143;300000;2097,9;5;17,5;FLORES;COMUNA 7; ; ; 
 ; ;05/06/2017;HELGUERA;1378;255;250000;980,4;0;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;15/06/2017;HELGUERA;1800;286;440000;1538,5;3,5;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;15/06/2017;HELGUERA;1800;288;455000;1579,9;3,5;17,5;VILLA SANTA RITA;COMUNA 11; ; ; 
 ; ;07/06/2017;HELGUERA;2700;730;920000;1260,3;0;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;14/06/2017;HELGUERA;3100;634;3500000;5520,5;0;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;15/06/2017;HELGUERA;3400;250;370000;1480;0;17,5;VILLA DEL PARQUE;COMUNA 11; ; ; 
 ; ;16/06/2017;HELGUERA;5600;214;198000;925,2;0;17,5;VILLA PUEYRREDON;COMUNA 12; ; ; 
 ; ;06/06/2017;HEREDIA;1500;733;1200000;1637,1;0;17,5;VILLA ORTUZAR;COMUNA 15; ; ; 
 ; ;06/06/2017;HERNANDEZ, JOSE;1000;977;950000;972,4;0;17,5;BELGRANO;COMUNA 13; ; ; 
 ; ;07/06/2017;HERRERA;600;7200;7500000;1041,7;0;17,5;BARRACAS;COMUNA 4; ; ; 
 ; ;08/06/2017;HIDALGO;700;162;229000;1413,6;3,5;17,5;CABALLITO;COMUNA 6; ; ; 
 ; ;14/06/2017;HIDALGO;1600;341;430000;1261;1,6;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;06/06/2017;HOLMBERG;1500;375;510000;1360;0;17,5;VILLA ORTUZAR;COMUNA 15; ; ; 
 ; ;21/06/2017;HOLMBERG;1700;375;485000;1293,3;1,6;17,5;VILLA ORTUZAR;COMUNA 15; ; ; 
 ; ;14/06/2017;HOLMBERG;4600;251;250000;996;0;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;09/06/2017;HOLMBERG;4721;266;240000;902,3;0;17,5;SAAVEDRA;COMUNA 12; ; ; 
 ; ;06/06/2017;HOMERO;200;221;250000;1131,2;0;17,5;VILLA LURO;COMUNA 10; ; ; 
 ; ;15/06/2017;HONDURAS;5300;170;680000;4000;1,6;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;15/06/2017;HONDURAS;5600;237;2500000;10548,5;1,5;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;13/06/2017;HUBAC;6100;400;200000;500;0;17,5;VILLA LUGANO;COMUNA 8; ; ; 
 ; ;08/06/2017;HUERGO, ING.;1400;520;2800000;5384,6;0;17,5;PUERTO MADERO;COMUNA 1; ; ; 
 ; ;05/06/2017;HUMAHUACA;3400;772;1800000;2331,6;4;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;HUMAHUACA;3400;364;950000;2609,9;4;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;07/06/2017;HUMAHUACA;4200;255;700000;2745,1;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;07/06/2017;HUMAHUACA;4200;260;610000;2346,2;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;07/06/2017;HUMAHUACA;4600;156;320000;2051,3;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;05/06/2017;HUMAHUACA;4600;165;320000;1939,4;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;14/06/2017;HUMBERTO 1?;800;379;750000;1978,9;3,5;17,5;SAN TELMO;COMUNA 1; ; ; 
 ; ;12/06/2017;HUMBERTO 1?;1100;300;280000;933,3;5;17,5;CONSTITUCION;COMUNA 1; ; ; 
 ; ;09/06/2017;HUMBERTO 1?;1100;457;800000;1750,5;0;17,5;CONSTITUCION;COMUNA 1; ; ; 
 ; ;07/06/2017;HUMBERTO 1?;1831;250;600000;2400;0;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;14/06/2017;HUMBERTO 1?;2600;217;330000;1520,7;3,5;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;14/06/2017;HUMBERTO 1?;2600;339;400000;1179,9;3,5;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;07/06/2017;HUMBERTO 1?;3000;236;270000;1144,1;0;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;14/06/2017;HUMBERTO 1?;3000;332;380000;1144,6;2,8;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;14/06/2017;HUMBERTO 1?;3000;700;650000;928,6;2,8;17,5;SAN CRISTOBAL;COMUNA 3; ; ; 
 ; ;14/06/2017;HUMBOLDT;100;367;670000;1825,6;3,5;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;200;164;280000;1707,3;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;200;164;300000;1829,3;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;200;208;320000;1538,5;3,4;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;600;374;930000;2486,6;4;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;700;178;380000;2134,8;0;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;800;186;325000;1747,3;3;17,5;VILLA CRESPO;COMUNA 15; ; ; 
 ; ;14/06/2017;HUMBOLDT;1100;174;230000;1321,8;0;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;15/06/2017;HUMBOLDT;1300;230;750000;3260,9;0;17,5;CHACARITA;COMUNA 15; ; ; 
 ; ;15/06/2017;HUMBOLDT;2300;472;1290000;2733,1;3;17,5;PALERMO;COMUNA 14; ; ; 
 ; ;05/06/2017;IBERA;2200;120;380000;3166,7;0;17,5;NUÑEZ;COMUNA 13; ; ; 
 ; ;05/06/2017;IBERA;5000;190;260000;1368,4;0;17,5;VILLA URQUIZA;COMUNA 12; ; ; 
 ; ;13/06/2017;IGUAZU;600;327;175000;535,2;1,2;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;05/06/2017;IGUAZU;1500;2500;1500000;600;0;17,5;BARRACAS;COMUNA 4; ; ; 
 ; ;08/06/2017;INCA;5000;251;480000;1912,4;0;17,5;ALMAGRO;COMUNA 5; ; ; 
 ; ;08/06/2017;INCLAN;2300;390;260000;666,7;0;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
 ; ;14/06/2017;INCLAN;2300;441;300000;680,3;1,6;17,5;PARQUE PATRICIOS;COMUNA 4; ; ; 
