#X;Y;FECHA;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIOS;COMUNA;DIRECCION_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.38210212566946;-34.63549328514824;08/06/2017;CARRILLO, RAMON, DR.;300;460;290000;630,4;2;17,5;BARRACAS;COMUNA 4;CARRILLO, RAMON, DR. 300;1275;C1275AHF
-58.382512446685716;-34.631806633782794;12/06/2017;CASEROS AV.;1400;163;315000;1932,5;4;17,5;BARRACAS;COMUNA 4;CASEROS AV. 1400;1152;C1152AAW
-58.38385710283646;-34.63243731867383;14/06/2017;CASEROS AV.;1500;2700;2700000;1000;0;17,5;BARRACAS;COMUNA 4;CASEROS AV. 1500;1152;C1152AAX
-58.39022342088822;-34.63417342205382;08/06/2017;CASEROS AV.;2000;225;740000;3288,9;0;17,5;BARRACAS;COMUNA 4;CASEROS AV. 2000;1152;C1152ABP
-58.40199073003587;-34.63655236616874;08/06/2017;CASEROS AV.;2800;455;750000;1648,4;0;17,5;PARQUE PATRICIOS;COMUNA 4;CASEROS AV. 2800;1264;C1264AAU
-58.411501025066066;-34.63821363558418;08/06/2017;CASEROS AV.;3300;200;500000;2500;0;17,5;NUEVA POMPEYA;COMUNA 4;CASEROS AV. 3300;1263;C1263AAO
-58.41696520250242;-34.63914578323446;13/06/2017;CASEROS AV.;3700;288;550000;1909,7;0;17,5;NUEVA POMPEYA;COMUNA 4;CASEROS AV. 3700;1263;C1263AAS
-58.40576766607007;-34.63474374234552;08/06/2017;CASTILLO, CATULO;3000;225;270000;1200;0;17,5;PARQUE PATRICIOS;COMUNA 4;CASTILLO, CATULO 3000;1261;C1261ACN
-58.365096613411474;-34.64614638352883;08/06/2017;CERRI, DANIEL, GRAL.;1100;178;55000;309;2,5;17,5;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1100;1168;C1168AEB
-58.3681921450046;-34.64648081922867;08/06/2017;CERRI, DANIEL, GRAL.;1300;330;300000;909,1;0;17,5;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1300;1168;C1168AEF
-58.371625664871736;-34.64719169506146;08/06/2017;CERRI, DANIEL, GRAL.;1600;189;280000;1481,5;3,8;17,5;BARRACAS;COMUNA 4;CERRI, DANIEL, GRAL. 1600;1291;C1291AAF
-58.371625664871736;-34.64719169506146;08/06/2017;CERRI, DANIEL, GRAL.;1600;200;290000;1450;0;17,5;BARRACAS;COMUNA 4;CERRI, DANIEL, GRAL. 1600;1291;C1291AAF
-58.406328885862074;-34.63033765223507;08/06/2017;CHICLANA AV.;3000;158;300000;1898,7;0;17,5;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3000;1259;C1259AAO
-58.406328885862074;-34.63033765223507;08/06/2017;CHICLANA AV.;3000;177;290000;1638,4;0;17,5;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3000;1259;C1259AAO
-58.40942213630739;-34.63321340892777;08/06/2017;CHICLANA AV.;3200;558;1500000;2688,2;0;17,5;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3200;1259;C1259AAQ
-58.418479190741664;-34.6394517661865;08/06/2017;CHICLANA AV.;3900;368;980000;2663;0;17,5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-58.418479190741664;-34.6394517661865;08/06/2017;CHICLANA AV.;3900;556;1470000;2643,9;0;17,5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-58.418479190741664;-34.6394517661865;13/06/2017;CHICLANA AV.;3900;1175;1850000;1574,5;0;17,5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-58.40595428396285;-34.642315695422305;08/06/2017;CHUTRO, PEDRO, PROF., DR.;3100;225;300000;1333,3;0;17,5;PARQUE PATRICIOS;COMUNA 4;CHUTRO, PEDRO, PROF., DR. 3100;1437;C1437IYJ
-58.42297706300086;-34.60743055664917;05/06/2017;ACUÑA DE FIGUEROA, FRANCISCO;300;250;320000;1280;0;17,5;ALMAGRO;COMUNA 5;ACUÑA DE FIGUEROA, FRANCISCO 300;1180;C1180AAD
-58.422862673357024;-34.60608889487354;07/06/2017;ACUÑA DE FIGUEROA, FRANCISCO;400;552;750000;1358,7;2,9;17,5;ALMAGRO;COMUNA 5;ACUÑA DE FIGUEROA, FRANCISCO 400;1180;C1180AAF
-58.422279404826604;-34.60065169344389;05/06/2017;ACUÑA DE FIGUEROA, FRANCISCO;900;191;400000;2094,2;0;17,5;ALMAGRO;COMUNA 5;ACUÑA DE FIGUEROA, FRANCISCO 900;1180;C1180AAP
-58.42047762297682;-34.63314432296975;08/06/2017;BOCAYUVA, QUINTINO;1700;315;300000;952,4;0;17,5;BOEDO;COMUNA 5;BOCAYUVA, QUINTINO 1700;1257;C1257ABL
-58.417241479165575;-34.61376933058708;07/06/2017;BOEDO;200;422;925000;2191,9;0;17,5;ALMAGRO;COMUNA 5;BOEDO 200;1206;C1206AAO
-58.417241479165575;-34.61376933058708;06/06/2017;BOEDO;200;526;2895000;5503,8;4;17,5;ALMAGRO;COMUNA 5;BOEDO 200;1206;C1206AAO
-58.41697264407317;-34.61559488033365;05/06/2017;BOEDO;300;913;935000;1024,1;0;17,5;ALMAGRO;COMUNA 5;BOEDO 300;1206;C1206AAP
-58.41666479634706;-34.61844909954498;07/06/2017;BOEDO AV.;500;329;595000;1808,5;4;17,5;ALMAGRO;COMUNA 5;BOEDO AV. 500;1218;C1218AAN
-58.41666479634706;-34.61844909954498;13/06/2017;BOEDO AV.;500;329;890000;2705,2;0;17,5;ALMAGRO;COMUNA 5;BOEDO AV. 500;1218;C1218AAN
-58.416549912616894;-34.619693622897664;07/06/2017;BOEDO AV.;600;189;550000;2910,1;0;17,5;ALMAGRO;COMUNA 5;BOEDO AV. 600;1218;C1218AAO
-58.41583529901217;-34.628851791627014;13/06/2017;BOEDO AV.;1300;175;550000;3142,9;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 1300;1239;C1239AAP
-58.41593091307418;-34.6326668622474;08/06/2017;BOEDO AV.;1600;150;250000;1666,7;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 1600;1239;C1239AAS
-58.41593091307418;-34.6326668622474;13/06/2017;BOEDO AV.;1600;298;680000;2281,9;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 1600;1239;C1239AAS
-58.41593091307418;-34.6326668622474;08/06/2017;BOEDO AV.;1600;708;1060000;1497,2;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 1600;1239;C1239AAS
-58.41607670278021;-34.63740015282673;06/06/2017;BOEDO AV.;2000;251;395000;1573,7;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 2000;1239;C1239AAW
-58.41607670278021;-34.63740015282673;08/06/2017;BOEDO AV.;2000;345;900000;2608,7;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 2000;1239;C1239AAW
-58.41607670278021;-34.63740015282673;06/06/2017;BOEDO AV.;2000;350;900000;2571,4;0;17,5;BOEDO;COMUNA 5;BOEDO AV. 2000;1239;C1239AAW
-58.41954260974725;-34.61990293179068;08/06/2017;CASTRO BARROS;700;265;600000;2264,2;3,5;17,5;ALMAGRO;COMUNA 5;CASTRO BARROS 700;1217;C1217ABD
-58.41879334059585;-34.62572752663007;08/06/2017;CASTRO BARROS;1100;366;750000;2049,2;3,7;17,5;BOEDO;COMUNA 5;CASTRO BARROS 1100;1217;C1217ABL
-58.41879334059585;-34.62572752663007;13/06/2017;CASTRO BARROS;1100;502;650000;1294,8;0;17,5;BOEDO;COMUNA 5;CASTRO BARROS 1100;1217;C1217ABL
-58.41802549397068;-34.62901970539144;13/06/2017;CASTRO BARROS;1400;1581;1190000;752,7;3,4;17,5;BOEDO;COMUNA 5;CASTRO BARROS 1400;1237;C1237ABF
-58.41370190439756;-34.63608574797664;13/06/2017;CHICLANA AV.;3500;1845;4500000;2439;0;17,5;BOEDO;COMUNA 5;CHICLANA AV. 3500;1260;C1260ACO
-58.41441271841109;-34.636497874986574;08/06/2017;CHICLANA AV.;3600;186;415000;2231,2;0;17,5;BOEDO;COMUNA 5;CHICLANA AV. 3600;1260;C1260ACP
-58.41441271841109;-34.636497874986574;08/06/2017;CHICLANA AV.;3600;211;360000;1706,2;0;17,5;BOEDO;COMUNA 5;CHICLANA AV. 3600;1260;C1260ACP
-58.41441271841109;-34.636497874986574;06/06/2017;CHICLANA AV.;3600;221;360000;1629;0;17,5;BOEDO;COMUNA 5;CHICLANA AV. 3600;1260;C1260ACP
-58.41714996787024;-34.63832062304022;08/06/2017;CHICLANA AV.;3800;325;620000;1907,7;0;17,5;BOEDO;COMUNA 5;CHICLANA AV. 3800;1262;C1262AAO
-58.431343101688526;-34.61246117956772;06/06/2017;ACEVEDO, EDUARDO;300;1140;750000;657,9;0;17,5;CABALLITO;COMUNA 6;ACEVEDO, EDUARDO 300;1405;C1405BVB
-58.43765954461164;-34.61608618866643;08/06/2017;ACOYTE AV.;200;343;1150000;3352,8;0;17,5;CABALLITO;COMUNA 6;ACOYTE AV. 200;1405;C1405BFO
-58.440194855896664;-34.60658355525149;08/06/2017;ACOYTE;1000;60;176000;2933,3;0;17,5;CABALLITO;COMUNA 6;ACOYTE 1000;1405;C1405BGU
-58.446055340118974;-34.61600350226113;08/06/2017;ARANGUREN, JUAN F., DR.;1000;767;950000;1238,6;3,5;17,5;CABALLITO;COMUNA 6;ARANGUREN, JUAN F., DR. 1000;1405;C1405CRT
-58.45061214386694;-34.61786156635961;08/06/2017;ARANGUREN, JUAN F., DR.;1300;128;300000;2343,8;3,5;17,5;CABALLITO;COMUNA 6;ARANGUREN, JUAN F., DR. 1300;1405;C1405CRZ
-58.45639862843694;-34.61996562499744;08/06/2017;ARANGUREN, JUAN F., DR.;1800;700;714000;1020;3,5;17,5;CABALLITO;COMUNA 6;ARANGUREN, JUAN F., DR. 1800;1406;C1406FWF
-58.448990364654556;-34.61330023455548;06/06/2017;ARENGREEN;1200;399;495000;1240,6;1,6;17,5;CABALLITO;COMUNA 6;ARENGREEN 1200;1405;C1405CYN
-58.43300003317714;-34.61211360183781;08/06/2017;AVELLANEDA;200;145;370000;2551,7;5,2;17,5;CABALLITO;COMUNA 6;AVELLANEDA 200;1405;C1405CNO
-58.43456492235279;-34.61277113636727;06/06/2017;AVELLANEDA;300;117;385000;3290,6;5,2;17,5;CABALLITO;COMUNA 6;AVELLANEDA 300;1405;C1405CNP
-58.43598948525373;-34.61336469417642;06/06/2017;AVELLANEDA;400;213;610000;2863,8;5,2;17,5;CABALLITO;COMUNA 6;AVELLANEDA 400;1405;C1405CNQ
-58.443063663302915;-34.61633337033634;06/06/2017;AVELLANEDA;900;231;880000;3809,5;0;17,5;CABALLITO;COMUNA 6;AVELLANEDA 900;1405;C1405CNV
-58.44787124182038;-34.617931849181694;08/06/2017;AVELLANEDA;1200;1092;2800000;2564,1;5,2;17,5;CABALLITO;COMUNA 6;AVELLANEDA 1200;1405;C1405CNY
-58.45503010494401;-34.62344012225966;08/06/2017;BACACAY;1700;486;520000;1070;3,5;17,5;CABALLITO;COMUNA 6;BACACAY 1700;1406;C1406GDB
-58.440910957312624;-34.62183325641605;08/06/2017;BARCO CENTENERA DEL;200;780;450000;576,9;0;17,5;CABALLITO;COMUNA 6;BARCO CENTENERA DEL 200;1424;C1424AMD
-58.439530750868876;-34.628744624868325;06/06/2017;BARCO CENTENERA DEL;800;735;598000;813,6;0;17,5;CABALLITO;COMUNA 6;BARCO CENTENERA DEL 800;1424;C1424AMP
-58.43339303889136;-34.62281035708763;08/06/2017;BEAUCHEF;500;402;1590000;3955,2;0;17,5;CABALLITO;COMUNA 6;BEAUCHEF 500;1424;C1424BDJ
-58.45608491522076;-34.605423088739016;13/06/2017;BELAUSTEGUI, LUIS, DR.;1100;172;310000;1802,3;5;17,5;CABALLITO;COMUNA 6;BELAUSTEGUI, LUIS, DR. 1100;1416;C1416CXL
-58.458411109561155;-34.60653579514302;06/06/2017;BELAUSTEGUI, LUIS, DR.;1300;250;260000;1040;1,2;17,5;CABALLITO;COMUNA 6;BELAUSTEGUI, LUIS, DR. 1300;1416;C1416CXP
-58.45325965812602;-34.62157412017795;08/06/2017;BOGOTA;1600;208;310000;1490,4;2,8;17,5;CABALLITO;COMUNA 6;BOGOTA 1600;1406;C1406GBB
-58.4283205611515;-34.625964121423685;08/06/2017;BONIFACIO, JOSE;100;99;330000;3333,3;3;17,5;CABALLITO;COMUNA 6;BONIFACIO, JOSE 100;1424;C1424CHB
-58.4357855919198;-34.627044149236795;08/06/2017;BONIFACIO, JOSE;600;500;2100000;4200;0;17,5;CABALLITO;COMUNA 6;BONIFACIO, JOSE 600;1424;C1424CHL
-58.44229173549303;-34.6220607552774;06/06/2017;CACHIMAYO;100;334;780000;2335,3;0;17,5;CABALLITO;COMUNA 6;CACHIMAYO 100;1424;C1424AQB
-58.45522507612256;-34.6292877009677;08/06/2017;ALBERDI, JUAN BAUTISTA AV.;1900;411;950000;2311,4;5,2;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 1900;1406;C1406GRU
-58.4564173042529;-34.62965380827006;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;2000;208;640000;3076,9;5,2;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 2000;1406;C1406GRV
-58.4564173042529;-34.62965380827006;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;2000;252;900000;3571,4;5,2;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 2000;1406;C1406GRV
-58.464318688446625;-34.632097399876564;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;2600;222;449000;2022,5;5;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 2600;1406;C1406GSO
-58.46702966603597;-34.632927060572044;08/06/2017;ALBERDI, JUAN BAUTISTA AV.;2800;580;1150000;1982,8;5,2;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 2800;1406;C1406GSQ
-58.468344564129694;-34.63333544599544;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;2900;209;480000;2296,7;5;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 2900;1406;C1406GSR
-58.46986837988805;-34.63379813868623;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;3000;398;830000;2085,4;0;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 3000;1406;C1406GSS
-58.47210552448477;-34.63450727236542;12/06/2017;ALBERDI, JUAN BAUTISTA AV.;3200;313;950000;3035,1;0;17,5;FLORES;COMUNA 7;ALBERDI, JUAN BAUTISTA AV. 3200;1406;C1406GSU
-58.455064712055;-34.62355213773971;06/06/2017;ALVAREZ, DONATO, TTE. GRAL.;200;380;750000;1973,7;3,5;17,5;FLORES;COMUNA 7;ALVAREZ, DONATO, TTE. GRAL. 200;1406;C1406BNO
-58.455064712055;-34.62355213773971;06/06/2017;ALVAREZ, DONATO, TTE. GRAL.;200;500;1100000;2200;3,5;17,5;FLORES;COMUNA 7;ALVAREZ, DONATO, TTE. GRAL. 200;1406;C1406BNO
-58.45557429511009;-34.62243772037272;08/06/2017;ALVAREZ, DONATO, TTE. GRAL.;300;798;1900000;2381;3,5;17,5;FLORES;COMUNA 7;ALVAREZ, DONATO, TTE. GRAL. 300;1406;C1406BON
-58.45606927886565;-34.62121645018437;08/06/2017;ALVAREZ, DONATO, TTE. GRAL.;400;788;1664000;2111,7;3,5;17,5;FLORES;COMUNA 7;ALVAREZ, DONATO, TTE. GRAL. 400;1406;C1406BOO
-58.46365384364442;-34.62259463971019;09/06/2017;ARANGUREN, JUAN F., DR.;2300;196;450000;2295,9;0;17,5;FLORES;COMUNA 7;ARANGUREN, JUAN F., DR. 2300;1406;C1406FWP
-58.46651465745817;-34.62348347967027;09/06/2017;ARANGUREN, JUAN F., DR.;2500;447;600000;1342,3;0;17,5;FLORES;COMUNA 7;ARANGUREN, JUAN F., DR. 2500;1406;C1406FWT
-58.471768422506024;-34.62996667108266;09/06/2017;ARGERICH;100;265;550000;2075,5;5;17,5;FLORES;COMUNA 7;ARGERICH 100;1406;C1406ALB
-58.471768422506024;-34.62996667108266;09/06/2017;ARGERICH;100;460;1000000;2173,9;5,2;17,5;FLORES;COMUNA 7;ARGERICH 100;1406;C1406ALB
-58.471768422506024;-34.62996667108266;09/06/2017;ARGERICH;100;1042;2200000;2111,3;5;17,5;FLORES;COMUNA 7;ARGERICH 100;1406;C1406ALB
-58.475136920005205;-34.62271704884404;09/06/2017;ARGERICH;900;367;1200000;3269,8;0;17,5;FLORES;COMUNA 7;ARGERICH 900;1406;C1406AMN
-58.46147778343147;-34.63799688064844;09/06/2017;ARROTEA;700;237;299000;1261,6;3,5;17,5;FLORES;COMUNA 7;ARROTEA 700;1406;C1406ESB
-58.4323734341952;-34.63387351298066;08/06/2017;ASAMBLEA AV.;478;150;300000;2000;0;17,5;PARQUE CHACABUCO;COMUNA 7;ASAMBLEA AV. 478;1424;C1424COR
-58.43715797631974;-34.63498939500097;13/06/2017;ASAMBLEA AV.;900;281;690000;2455,5;0;17,5;PARQUE CHACABUCO;COMUNA 7;ASAMBLEA AV. 900;1424;C1424COW
-58.44575945991055;-34.63666412420511;13/06/2017;ASAMBLEA AV.;1500;113;82000;725,7;2,5;17,5;PARQUE CHACABUCO;COMUNA 7;ASAMBLEA AV. 1500;1406;C1406HVR
-58.46921203376293;-34.62804109922959;09/06/2017;BACACAY;2800;243;1320000;5432,1;0;17,5;FLORES;COMUNA 7;BACACAY 2800;1406;C1406GDX
-58.447944074736064;-34.64288787110324;13/06/2017;BALBASTRO;2300;336;159000;473,2;1,5;17,5;FLORES;COMUNA 7;BALBASTRO 2300;1406;C1406ICR
-58.4380478303681;-34.63097608957165;13/06/2017;BARCO CENTENERA DEL;1000;182;185000;1016,5;1,5;17,5;PARQUE CHACABUCO;COMUNA 7;BARCO CENTENERA DEL 1000;1424;C1424AMT
-58.46657302953532;-34.62738342758464;09/06/2017;ESTADO PLURINACIONAL DE BOLIVIA;300;436;900000;2064,2;3,5;17,5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 300;1406;C1406ADD
-58.46657302953532;-34.62738342758464;09/06/2017;ESTADO PLURINACIONAL DE BOLIVIA;300;492;720000;1463,4;2,8;17,5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 300;1406;C1406ADD
-58.46980524971465;-34.62001047342714;09/06/2017;ESTADO PLURINACIONAL DE BOLIVIA;1000;534;950000;1779;3,5;17,5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 1000;1406;C1406ADR
-58.47039141072796;-34.61858556484788;09/06/2017;ESTADO PLURINACIONAL DE BOLIVIA;1100;225;300000;1333,3;3,5;17,5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 1100;1406;C1406ADT
-58.47039141072796;-34.61858556484788;12/06/2017;ESTADO PLURINACIONAL DE BOLIVIA;1100;600;700000;1166,7;0;17,5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 1100;1406;C1406ADT
-58.461111794450126;-34.632399521383526;09/06/2017;BONIFACIO, JOSE;2400;716;900000;1257;0;17,5;FLORES;COMUNA 7;BONIFACIO, JOSE 2400;1406;C1406GXZ
-58.467765672339254;-34.63442646645877;09/06/2017;BONIFACIO, JOSE;2900;98;198000;2020,4;3,5;17,5;FLORES;COMUNA 7;BONIFACIO, JOSE 2900;1406;C1406GYJ
-58.471634288064045;-34.635637936796016;12/06/2017;BONIFACIO, JOSE;3200;346;460000;1329,5;0;17,5;FLORES;COMUNA 7;BONIFACIO, JOSE 3200;1406;C1406GYP
-58.45930354925743;-34.62907595929782;09/06/2017;BONORINO, ESTEBAN, CNEL. AV.;100;467;550000;1177,7;0;17,5;FLORES;COMUNA 7;BONORINO, ESTEBAN, CNEL. AV. 100;1406;C1406DMB
-58.45876212193534;-34.63024379217622;06/06/2017;BONORINO, ESTEBAN, CNEL. AV.;200;274;540000;1970,8;5;17,5;FLORES;COMUNA 7;BONORINO, ESTEBAN, CNEL. AV. 200;1406;C1406DMD
-58.45817445034146;-34.624703354297665;09/06/2017;BOYACA AV.;200;568;1000000;1760,6;0;17,5;FLORES;COMUNA 7;BOYACA AV. 200;1406;C1406BHB
-58.467120309413204;-34.619084116259316;09/06/2017;BUFANO, ALFREDO R.;1000;233;285000;1223,2;3,5;17,5;FLORES;COMUNA 7;BUFANO, ALFREDO R. 1000;1406;C1406AXF
-58.43628680060402;-34.63755232368117;13/06/2017;CACHIMAYO;1600;277;205000;740,1;0;17,5;PARQUE CHACABUCO;COMUNA 7;CACHIMAYO 1600;1424;C1424ARR
-58.45820651179955;-34.62872199605113;09/06/2017;CAMACUA;100;280;725000;2589,3;5;17,5;FLORES;COMUNA 7;CAMACUA 100;1406;C1406DOB
-58.45707037943502;-34.631003177334875;09/06/2017;CAMACUA;300;285;490000;1719,3;0;17,5;FLORES;COMUNA 7;CAMACUA 300;1406;C1406DOF
-58.45557657097744;-34.63410886328146;09/06/2017;CAMACUA;600;314;420000;1337,6;1,6;17,5;FLORES;COMUNA 7;CAMACUA 600;1406;C1406DOL
-58.464087878951965;-34.62197567836379;09/06/2017;CARACAS;700;600;570000;950;0;17,5;FLORES;COMUNA 7;CARACAS 700;1406;C1406AZL
-58.464087878951965;-34.62197567836379;09/06/2017;CARACAS;700;610;590000;967,2;0;17,5;FLORES;COMUNA 7;CARACAS 700;1406;C1406AZL
-58.46529610263505;-34.61952217142386;09/06/2017;CARACAS;900;350;470000;1342,9;0;17,5;FLORES;COMUNA 7;CARACAS 900;1406;C1406AZP
-58.43780890211758;-34.63777500055487;13/06/2017;CASTAÑARES AV.;1400;150;180000;1200;0;17,5;PARQUE CHACABUCO;COMUNA 7;CASTAÑARES AV. 1400;1424;C1424CTQ
-58.43895648024729;-34.638561837433876;08/06/2017;CASTAÑARES AV.;1470;150;180000;1200;0;17,5;PARQUE CHACABUCO;COMUNA 7;CASTAÑARES AV. 1470;1406;C1406IGN
-58.44036226762712;-34.63964774635829;08/06/2017;CASTAÑARES AV.;1600;247;330000;1336;0;17,5;PARQUE CHACABUCO;COMUNA 7;CASTAÑARES AV. 1600;1406;C1406IGO
-58.44036226762712;-34.63964774635829;13/06/2017;CASTAÑARES AV.;1600;507;330000;650,9;1,5;17,5;PARQUE CHACABUCO;COMUNA 7;CASTAÑARES AV. 1600;1406;C1406IGO
-58.44219961061221;-34.66570303348299;16/06/2017;ACOSTA, MARIANO;3600;782;320000;409,2;0;17,5;VILLA SOLDATI;COMUNA 8;ACOSTA, MARIANO 3600;1437;C1437CED
-58.47924981141851;-34.676494336366325;16/06/2017;AQUINO;5900;1280;400000;312,5;0;17,5;VILLA LUGANO;COMUNA 8;AQUINO 5900;1439;C1439AEB
-58.47667351592588;-34.66318856638158;09/06/2017;ARAUJO;2800;150;160000;1066,7;0;17,5;VILLA LUGANO;COMUNA 8;ARAUJO 2800;1439;C1439FAH
-58.433155407803795;-34.6555662784401;16/06/2017;BERG, CARLOS;2900;341;170000;498,5;2;17,5;VILLA SOLDATI;COMUNA 8;BERG, CARLOS 2900;1437;C1437BDD
-58.43266754758404;-34.65612110747965;05/06/2017;BERG, CARLOS;2965;340;170000;500;0;17,5;VILLA SOLDATI;COMUNA 8;BERG, CARLOS 2965;1437;C1437BDE
-58.46960791734763;-34.69430763999844;16/06/2017;BERON DE ASTRADA;6700;165;100000;606,1;0;17,5;VILLA RIACHUELO;COMUNA 8;BERON DE ASTRADA 6700;1439;C1439DPP
-58.47701225810853;-34.670555759763005;06/06/2017;CASTAÑARES AV.;5400;450;220000;488,9;0;17,5;VILLA LUGANO;COMUNA 8;CASTAÑARES AV. 5400;1439;C1439AKZ
-58.50453473904305;-34.64522422543472;16/06/2017;ACONCAGUA;5700;277;165000;595,7;1,6;17,5;LINIERS;COMUNA 9;ACONCAGUA 5700;1440;C1440CHB
-58.484731887634815;-34.639939360496534;12/06/2017;ALBERDI, JUAN BAUTISTA AV.;4200;471;590000;1252,7;0;17,5;PARQUE AVELLANEDA;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 4200;1407;C1407GZV
-58.48765449267195;-34.641323792527864;12/06/2017;ALBERDI, JUAN BAUTISTA AV.;4400;227;400000;1762,1;0;17,5;PARQUE AVELLANEDA;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 4400;1407;C1407GZX
-58.48765449267195;-34.641323792527864;12/06/2017;ALBERDI, JUAN BAUTISTA AV.;4400;425;650000;1529,4;0;17,5;PARQUE AVELLANEDA;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 4400;1407;C1407GZX
-58.490669662361235;-34.642732250268246;09/06/2017;ALBERDI, JUAN BAUTISTA AV.;4600;252;449900;1785,3;0;17,5;PARQUE AVELLANEDA;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 4600;1407;C1407GZZ
-58.498100017267234;-34.647662217886854;13/06/2017;ALBERDI, JUAN BAUTISTA AV.;5300;451;600000;1330,4;3;17,5;MATADEROS;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 5300;1440;C1440AAQ
-58.5084588608355;-34.656590361629824;13/06/2017;ALBERDI, JUAN BAUTISTA AV.;6600;447;675000;1510,1;0;17,5;MATADEROS;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 6600;1440;C1440ABQ
-58.510340403846676;-34.65789579363222;13/06/2017;ALBERDI, JUAN BAUTISTA AV.;6800;307;650000;2117,3;0;17,5;MATADEROS;COMUNA 9;ALBERDI, JUAN BAUTISTA AV. 6800;1440;C1440ABS
-58.48781224764295;-34.64238685328656;12/06/2017;AMEGHINO, FLORENTINO, DR.;600;494;420000;850,2;1,2;17,5;PARQUE AVELLANEDA;COMUNA 9;AMEGHINO, FLORENTINO, DR. 600;1407;C1407JAB
-58.49876571888293;-34.64599829875088;13/06/2017;ARAUJO;900;219;315000;1438,4;3,4;17,5;MATADEROS;COMUNA 9;ARAUJO 900;1440;C1440DLH
-58.495074916855444;-34.648873795542826;13/06/2017;ARAUJO;1200;154;150000;974;1,2;17,5;MATADEROS;COMUNA 9;ARAUJO 1200;1440;C1440DLN
-58.52753904389057;-34.65158004218406;12/06/2017;ARCE, MANUEL;1100;205;260000;1268,3;0;17,5;LINIERS;COMUNA 9;ARCE, MANUEL 1100;1408;C1408FKB
-58.49937889862711;-34.64675886610638;09/06/2017;ARTIGAS MANUEL DE;5500;261;400000;1532,6;3,4;17,5;MATADEROS;COMUNA 9;ARTIGAS MANUEL DE 5500;1440;C1440BRH
-58.52290398464517;-34.636038208079654;14/06/2017;BARRAGAN;400;268;320000;1194;3;17,5;LINIERS;COMUNA 9;BARRAGAN 400;1408;C1408BVH
-58.49553438904792;-34.647250098117425;09/06/2017;BASUALDO;1000;760;380000;500;0;17,5;MATADEROS;COMUNA 9;BASUALDO 1000;1440;C1440DNL
-58.49428400366183;-34.64821440663306;13/06/2017;BASUALDO;1100;373;210000;563;1,2;17,5;MATADEROS;COMUNA 9;BASUALDO 1100;1440;C1440DNN
-58.486695806230315;-34.65411454460482;09/06/2017;BASUALDO;1800;300;249000;830;3;17,5;MATADEROS;COMUNA 9;BASUALDO 1800;1440;C1440DOB
-58.49014816081565;-34.659036817991144;09/06/2017;BILBAO, FRANCISCO;5700;400;630000;1575;0;17,5;MATADEROS;COMUNA 9;BILBAO, FRANCISCO 5700;1440;C1440BFP
